Price,Close,High,Low,Open,Volume,company_name
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,
Date,,,,,,
2022-01-03,144.3905792236328,144.86384720648968,142.82599898007854,143.7944040179392,25214000,GOOGLE
2022-01-04,143.73570251464844,145.91885874125447,143.13817563356898,144.86435933884624,22928000,GOOGLE
2022-01-05,137.0045928955078,143.61777087671226,136.8752008669586,143.501318051018,49642000,GOOGLE
2022-01-06,136.90255737304688,139.0275023594518,136.1187788867449,136.84931225353333,29050000,GOOGLE
2022-01-07,136.358642578125,137.60299288950893,135.14887274002535,137.25489494126603,19408000,GOOGLE
2022-01-10,137.92074584960938,137.98642900515065,132.5128580214715,134.46212146194205,34096000,GOOGLE
2022-01-11,139.35745239257812,139.6679780857741,136.16856143154644,137.52910651279794,23502000,GOOGLE
2022-01-12,140.98023986816406,142.14100166724262,140.44677116766908,140.8871899997457,23642000,GOOGLE
2022-01-13,138.47511291503906,142.51050378513614,138.2591406229541,141.1718430961465,26566000,GOOGLE
2022-01-14,139.12753295898438,140.5348686943984,136.85181269653864,136.85181269653864,23826000,GOOGLE
2022-01-18,135.6479949951172,136.74380258604572,134.977677547284,135.9560451811666,27382000,GOOGLE
2022-01-19,135.01251220703125,137.74707290271272,134.86123592238502,136.29296169878677,20796000,GOOGLE
2022-01-20,132.87713623046875,137.26187053763397,132.51684322341626,135.8704658414132,21930000,GOOGLE
2022-01-21,129.47872924804688,134.12522429110854,129.38817001567028,132.3849622689666,41920000,GOOGLE
2022-01-24,129.7574005126953,130.16199356466964,124.05437130021804,125.43338345811094,55148000,GOOGLE
2022-01-25,126.13804626464844,128.72877976438997,125.78223339602185,127.83003676415723,36008000,GOOGLE
2022-01-26,128.63075256347656,132.18142461234768,126.5540865100089,129.97687003359317,39630000,GOOGLE
2022-01-27,128.51231384277344,131.98481923386052,128.33714862584642,130.74174455587274,30248000,GOOGLE
2022-01-28,132.66114807128906,132.7417599012003,128.08780872769168,129.38715053848992,30518000,GOOGLE
2022-01-31,135.0587921142578,135.2031128080087,131.6504363679538,133.56536224354517,34056000,GOOGLE
2022-02-01,137.228515625,137.54850270161393,133.9338788712922,137.1852330826009,51204000,GOOGLE
2022-02-02,147.33863830566406,151.38298955602258,144.8713207028378,151.14759326611338,89750000,GOOGLE
2022-02-03,141.97802734375,148.41474907406587,141.53463185343347,144.61006160963422,56930000,GOOGLE
2022-02-04,142.341796875,143.85387616294236,139.1583737433713,142.34278402062063,49224000,GOOGLE
2022-02-07,138.2830352783203,143.16838917138665,138.0451635287187,143.031540398121,44610000,GOOGLE
2022-02-08,138.5567169189453,139.177874507758,136.2277518355786,138.33602153055318,34256000,GOOGLE
2022-02-09,140.7861785888672,141.50527629268478,139.7152469567636,140.18576617660892,28628000,GOOGLE
2022-02-10,137.94911193847656,140.76428464107363,137.39922617971627,138.84238774615775,33018000,GOOGLE
2022-02-11,133.49771118164062,138.62666262124267,132.66017111791203,138.09592747451066,38808000,GOOGLE
2022-02-14,134.66220092773438,135.52461711058578,132.67361837541173,132.73681089723618,26792000,GOOGLE
2022-02-15,135.78237915039062,137.24991553166694,134.90055428928034,136.82343820884427,26578000,GOOGLE
2022-02-16,136.83935546875,137.29569010688851,134.18806458559828,135.78733160516074,25610000,GOOGLE
2022-02-17,131.68478393554688,136.19441489911532,131.57877967167903,135.508166378858,30968000,GOOGLE
2022-02-18,129.8524627685547,133.19314623086856,129.69277295982343,132.41035483750255,31858000,GOOGLE
2022-02-22,128.79246520996094,131.27894837207833,127.13879884935457,129.3722234323192,38906000,GOOGLE
2022-02-23,126.9835433959961,131.12790751167353,126.90243039415532,130.46058183972337,26432000,GOOGLE
2022-02-24,132.0480499267578,132.40984641796186,124.17634512011715,124.41073147561384,43166000,GOOGLE
2022-02-25,133.8853759765625,134.75078395837807,131.14385934962573,132.89605841094038,26236000,GOOGLE
2022-02-28,134.25511169433594,135.00107492479896,132.19909980273974,132.6561786387756,29676000,GOOGLE
2022-03-01,133.5355224609375,135.46935622694352,132.7497392347727,133.84604814898742,24640000,GOOGLE
2022-03-02,134.1162567138672,134.97618210956756,132.8034744336077,133.9736825017125,23966000,GOOGLE
2022-03-03,133.6748504638672,136.06931661904682,132.80198586779477,135.33747717546032,19780000,GOOGLE
2022-03-04,131.49916076660156,133.56638068472472,129.79373736556602,132.75373191549508,24446000,GOOGLE
2022-03-07,125.86833190917969,131.28219596686398,125.81409204819869,131.28219596686398,39178000,GOOGLE
2022-03-08,126.67849731445312,130.62779399578713,125.26742565490902,125.65534355102515,35250000,GOOGLE
2022-03-09,133.23492431640625,133.56586109247309,129.47473473950458,130.78054616700004,32258000,GOOGLE
2022-03-10,132.0565185546875,132.90897198123815,130.78155160120755,130.8427546317789,24266000,GOOGLE
2022-03-11,129.86041259765625,133.56735727638488,129.68225558105098,133.36780197861034,26600000,GOOGLE
2022-03-14,126.14351654052734,130.4083198936715,125.81706747144618,129.95745250454905,30254000,GOOGLE
2022-03-15,129.0492706298828,129.901967097563,125.97134270046584,127.13931072888491,30292000,GOOGLE
2022-03-16,133.0602569580078,133.1403676206702,128.59191959096097,130.38243466531745,32058000,GOOGLE
2022-03-17,133.9659881591797,134.1043404463833,132.09335730013163,132.6925244556798,23994000,GOOGLE
2022-03-18,136.15658569335938,136.26805721444535,132.30533576097307,133.25284369020392,45900000,GOOGLE
2022-03-21,135.83511352539062,136.93391293728004,133.9769105615314,136.20237726623708,26632000,GOOGLE
2022-03-22,139.6162109375,140.83295156672966,135.8565221827463,135.8565221827463,29776000,GOOGLE
