Price,Close,High,Low,Open,Volume,company_name
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,
Date,,,,,,
2022-01-03,178.87989807128906,179.7349465415521,174.65385883537695,174.77179035001552,104487900,APPLE
2022-01-04,176.60964965820312,179.79393593953884,176.0396222685355,179.4892694890775,99310400,APPLE
2022-01-05,171.91183471679688,177.0715485386063,171.63665117934394,176.52118146370043,94537600,APPLE
2022-01-06,169.04208374023438,172.28533602057317,168.68827412789958,169.73004270966848,96904000,APPLE
2022-01-07,169.20912170410156,171.14524402422893,168.08872734087262,169.91674077523325,86709100,APPLE
2022-01-10,169.2288055419922,169.53347199078678,165.27793434356843,166.17228843262194,106765600,APPLE
2022-01-11,172.06912231445312,172.16739360021757,167.88238763208216,169.35659188597938,76138300,APPLE
2022-01-12,172.51133728027344,174.13295555388092,171.81355583992206,173.09118720876316,74805200,APPLE
2022-01-13,169.2288055419922,173.5826144650006,168.835675449693,172.7570637657418,84505800,APPLE
2022-01-14,170.09368896484375,170.79147055967272,168.14772861005764,168.39342931174855,80440800,APPLE
2022-01-18,166.87986755371094,169.5727368069087,166.49657517844096,168.56045143128856,90956700,APPLE
2022-01-19,163.3712615966797,168.1378599017272,163.086255459233,167.07643136174622,94815000,APPLE
2022-01-20,161.68087768554688,166.7619661877595,161.3565509731018,164.10840171802175,91420500,APPLE
2022-01-21,159.6169891357422,163.46957389675498,159.50888023954428,161.59241715203612,122848900,APPLE
2022-01-24,158.840576171875,159.50888984216238,152.03958291935942,157.26810076459748,162294600,APPLE
2022-01-25,157.03221130371094,159.9609590965899,154.31968130054574,156.24596615896806,115798400,APPLE
2022-01-26,156.94375610351562,161.56292551584528,155.1059199641222,160.6882317654177,108275300,APPLE
2022-01-27,156.48184204101562,161.02238556956317,155.55800513342504,159.65629046052865,121954600,APPLE
2022-01-28,167.40077209472656,167.42043234611594,160.00026956448573,162.86022878833853,179935700,APPLE
2022-01-31,171.77423095703125,171.9904487208476,166.59485724513786,167.2336879096415,115541600,APPLE
2022-02-01,171.607177734375,171.83321815334287,169.3467285555597,171.01749012376968,86213900,APPLE
2022-02-02,172.8160400390625,172.85536054887322,170.3492104199486,171.74478859061858,84914300,APPLE
2022-02-03,169.9265594482422,173.20913145041823,169.15997463841794,171.47938931840278,89418100,APPLE
2022-02-04,169.64122009277344,171.32396054369477,167.9584796418521,168.9425345214472,82465400,APPLE
2022-02-07,168.92286682128906,171.17634592324976,168.22418123926562,170.1037296917855,77251200,APPLE
2022-02-08,172.04229736328125,172.55401004838063,168.69650213361186,168.9917215679186,74829200,APPLE
2022-02-09,173.46917724609375,173.83327271357754,172.11117683042102,173.24284884864312,71285000,APPLE
2022-02-10,169.37550354003906,172.68192819387235,168.8146001247778,171.36329839541398,90865900,APPLE
2022-02-11,165.95101928710938,170.32022548644153,165.360580335394,169.58218430454045,98670700,APPLE
2022-02-14,166.18716430664062,166.87599960086266,163.90415017095245,164.7012320839439,86185500,APPLE
2022-02-15,170.03482055664062,170.19227292675632,167.5353279968633,168.24384864689935,62527400,APPLE
2022-02-16,169.7986602783203,170.57605697053586,167.33852325607717,169.1098249151892,61177400,APPLE
2022-02-17,166.18716430664062,169.16884887808143,165.78369827163797,168.30287592792615,69589300,APPLE
2022-02-18,164.63238525390625,167.82071347120757,163.54008373100112,167.11220776829634,82772700,APPLE
2022-02-22,161.6999053955078,164.03211066057264,159.56449308823295,162.3493702057695,91162800,APPLE
2022-02-23,157.51766967773438,163.50071005203375,157.20276491304196,162.90043598288878,90009200,APPLE
2022-02-24,160.14508056640625,160.25332719300383,149.57632680623354,150.14708038143124,141147500,APPLE
2022-02-25,162.22146606445312,162.48715009234238,158.30491651486224,161.22756094554026,91974200,APPLE
2022-02-28,162.4871368408203,162.78235630766343,159.84002681342048,160.45998619224247,95056600,APPLE
2022-03-01,160.5977783203125,163.9435744405098,159.3873948345279,162.07386086924092,83474400,APPLE
2022-03-02,163.9041748046875,164.69142169446647,160.35173616541616,161.7687775639212,79724800,APPLE
2022-03-03,163.5793914794922,166.21666560789785,162.91024156086303,165.7836791826759,76678400,APPLE
2022-03-04,160.5681915283203,162.91024634323853,159.51526088651318,161.86715084211824,83737200,APPLE
2022-03-07,156.75991821289062,162.38871235198252,156.50405437853348,160.7551779306378,96418800,APPLE
2022-03-08,154.9295654296875,160.28282509123494,153.31571641544002,156.28756564227362,131148300,APPLE
2022-03-09,160.35171508789062,160.80438687004462,156.86816795403388,158.905153435018,91454900,APPLE
2022-03-10,155.9923553466797,157.83253283188523,153.49284799843335,157.64556003629005,105342000,APPLE
2022-03-11,152.26280212402344,156.74025467661986,152.03647371376925,156.39582947431037,96970100,APPLE
2022-03-14,148.21832275390625,151.66251440478936,147.70662509120922,149.03509000440232,108732100,APPLE
2022-03-15,152.6170654296875,153.08942257610076,147.98217542358523,148.4938731423045,92964300,APPLE
2022-03-16,157.04530334472656,157.44876942008187,151.99711238572482,154.54581073699606,102300200,APPLE
2022-03-17,158.0588836669922,158.4328293113158,155.1165693039783,156.08093884327653,75615400,APPLE
2022-03-18,161.36532592773438,161.8573534009996,157.21261285213674,157.9506540620346,123511700,APPLE
2022-03-21,162.74298095703125,163.69751527513725,160.410760966115,160.90278834594352,95811400,APPLE
2022-03-22,166.12814331054688,166.71856719819857,162.28048532842047,162.87090921607214,81532000,APPLE
2022-03-23,167.49598693847656,169.88723307812018,164.9767938445975,165.31138391398235,98062700,APPLE
2022-03-24,171.29440307617188,171.3632790948045,167.49595146128627,168.33238891886882,90131400,APPLE
2022-03-25,171.93406677246094,172.48513509296794,169.99547749215097,171.10746429170044,80546200,APPLE
2022-03-28,172.80001831054688,172.92793521618862,169.2574152411662,169.42470274506977,90371900,APPLE
2022-03-29,176.10646057128906,176.15565130084448,173.52822668291532,173.8726518827145,100589400,APPLE
2022-03-30,174.9354248046875,176.7460820205957,173.88247896845155,175.7029863422026,92633200,APPLE
2022-03-31,171.82583618164062,175.19130232369773,171.61917803441048,175.00432947989117,103049300,APPLE
2022-04-01,171.53060913085938,172.09152763755276,169.19840379678678,171.2550749570232,78751300,APPLE
2022-04-04,175.59475708007812,175.64396282770502,171.65853751770197,171.7864694584347,76468400,APPLE
2022-04-05,172.26864624023438,175.45698948199342,171.6388517127187,174.66974256872732,73401800,APPLE
2022-04-06,169.09014892578125,170.86145068243167,167.4172586616336,169.61169680197753,89058800,APPLE
2022-04-07,169.39520263671875,170.59575076458447,167.14172361896223,168.4308330803216,77594700,APPLE
2022-04-08,167.37786865234375,169.04092358061774,166.50206052636017,169.04092358061774,76575500,APPLE
2022-04-11,163.10707092285156,166.33476922464124,162.8610572412183,166.0198795202021,72246700,APPLE
2022-04-12,164.98663330078125,167.1613860255376,163.98289318870957,165.34089363354275,79265200,APPLE
2022-04-13,167.68295288085938,168.31274743098942,164.11084372073287,164.72095296806577,70618900,APPLE
2022-04-14,162.6544189453125,168.5390777375964,162.4084052337266,167.8994330781819,75329400,APPLE
2022-04-18,162.43795776367188,163.94356063555975,160.96187533903773,161.3062855621602,69023900,APPLE
2022-04-19,164.7307586669922,165.14407487442162,161.29641720934256,162.38871857930025,67723800,APPLE
2022-04-20,164.56349182128906,166.18719136722032,163.45152002793873,166.06909457220715,67929800,APPLE
2022-04-21,163.76641845703125,168.79493971335873,163.26455585195845,166.21672062047585,87227800,APPLE
2022-04-22,159.2102508544922,165.19330701919603,158.9248815130789,163.80580088958305,84882400,APPLE
2022-04-25,160.28285217285156,160.5682214607871,155.9333317168137,158.55090609825874,96046400,APPLE
2022-04-26,154.2998046875,159.7514619922399,154.22107849702726,159.66290065876512,95623200,APPLE
2022-04-27,154.07345581054688,157.24209821717469,152.9024282829644,153.42397608702464,88063200,APPLE
2022-04-28,161.03074645996094,161.8967195942573,156.3958411813348,156.710745963074,130216800,APPLE
2022-04-29,155.13623046875,163.54990186297132,154.74261456190868,159.25942241026976,131747600,APPLE
2022-05-02,155.44131469726562,155.70699870242646,150.8260949299853,154.21124610323508,123055300,APPLE
2022-05-03,156.9370574951172,158.14745572719883,153.8274556953841,155.6282627909498,88966500,APPLE
2022-05-04,163.37277221679688,163.82542898874118,156.7205525613251,157.12401860863298,108256500,APPLE
2022-05-05,154.270263671875,161.46370131983915,152.479276862281,161.23737293708814,130525300,APPLE
2022-05-06,154.99957275390625,157.12825820261122,151.94451409858615,153.74798246172097,116124600,APPLE
2022-05-09,149.855224609375,153.5705662251753,149.29349706523496,152.68360662844097,131577900,APPLE
2022-05-10,152.2696990966797,154.46737635991622,150.71260627459526,153.26506437118704,115366700,APPLE
2022-05-11,144.37583923339844,153.19606667734942,143.69584140711092,151.2743434971103,142689800,APPLE
2022-05-12,140.4929656982422,144.08018734631574,136.78748878802156,140.69992744454566,182602000,APPLE
2022-05-13,144.9770050048828,145.95265608735048,141.03500230205145,142.49353909158592,113990900,APPLE
2022-05-16,143.4297637939453,145.38106598701418,142.08948225415682,143.43962842487466,86643800,APPLE
2022-05-17,147.07614135742188,147.5984555661727,144.55324673702833,146.70164625018603,78336300,APPLE
2022-05-18,138.7781982421875,145.22336538861344,137.87152447980347,144.72076550868903,109742900,APPLE
2022-05-19,135.3585205078125,139.6060259100609,134.61939501913687,137.8518359532745,136095600,APPLE
2022-05-20,135.59503173828125,138.65993938193793,130.68724267872005,137.07328272324338,137426100,APPLE
2022-05-23,141.03501892089844,141.1828380246541,135.65417798096212,135.79214749031698,117726300,APPLE
2022-05-24,138.32489013671875,139.91154699464488,135.3388239751479,138.7683624803835,104132700,APPLE
